linha;nome;categoria;origem;endereco_original;endereco_dsp;cidade;uf;cep;lat_original;lon_original;lat_corrigida;lon_corrigida;bairro_descartado;severidade;risco
31;;;endereco;Avenida Brigadeiro Faria Lima, 3600, Itaim Bibi, São Paulo - SP, 04538-132, Brasil;Avenida Brigadeiro Faria Lima 3600 Sao Paulo SP 04538132 Brazil;São Paulo;SP;04538132;-23.58841;-46.68221;-23.58841;-46.68221;Itaim Bibi;;
32;;;endereco;Rua Domingos de Morais, 336, Vila Mariana, São Paulo - SP, 04010-000, Brasil;Rua Domingos de Morais 336 Sao Paulo SP 04010000 Brazil;São Paulo;SP;04010000;-23.58012;-46.64018;-23.58012;-46.64018;Vila Mariana;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
33;;;endereco;Avenida das Nações Unidas, 14273, Santo Amaro, São Paulo - SP, 04795-100, Brasil;Avenida das Nacoes Unidas 14273 Sao Paulo SP 04795100 Brazil;São Paulo;SP;04795100;-23.6237;-46.70337;-23.6237;-46.70337;Santo Amaro;;
34;;;endereco;Avenida Doutor Moraes Salles, 688, Centro, Campinas - SP, 13010-000, Brasil;Avenida Doutor Moraes Salles 688 Campinas SP 13010000 Brazil;Campinas;SP;13010000;-22.90745;-47.05777;-22.90745;-47.05777;Centro;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
35;;;endereco;Avenida dos Trabalhadores, 292, Indaiatuba - SP, 13338-050, Brasil;Avenida dos Trabalhadores 292 Indaiatuba SP 13338050 Brazil;Indaiatuba;SP;13338050;-23.08715;-47.19926;-23.08715;-47.19926;;;
36;;;endereco;Rua Nove Cj, 410, Cidade Jardim, Rio Claro - SP, 13501-100, Brasil;Rua Nove Cj 410 Rio Claro SP 13501100 Brazil;Rio Claro;SP;13501100;-22.42438;-47.5599;-22.42438;-47.5599;Cidade Jardim;;
37;;;endereco;Rua Alayde Nascimento de Lemos, 803, Jardim Guarani, Campinas - SP, 13100-453, Brasil;Rua Alayde Nascimento de Lemos 803 Campinas SP 13100453 Brazil;Campinas;SP;13100453;-22.91185;-47.04221;-22.91185;-47.04221;Jardim Guarani;;
38;;;endereco;Rua Doutor Sampaio Ferraz, 618, Cambuí, Campinas - SP, 13024-431, Brasil;Rua Doutor Sampaio Ferraz 618 Campinas SP 13024431 Brazil;Campinas;SP;13024431;-22.89215;-47.04998;-22.89215;-47.04998;Cambuí;;
39;;;endereco;Rua Santo Antônio, 49, Cambuí, Campinas - SP, 13024-440, Brasil;Rua Santo Antonio 49 Campinas SP 13024440 Brazil;Campinas;SP;13024440;-22.89078;-47.05196;-22.89078;-47.05196;Cambuí;;
40;;;endereco;Rua Jerônimo Pattaro, 19, Barão Geraldo, Campinas - SP, 13084-110, Brasil;Rua Jeronimo Pattaro 19 Campinas SP 13084110 Brazil;Campinas;SP;13084110;-22.82268;-47.08546;-22.82268;-47.08546;Barão Geraldo;;
41;;;endereco;Rua Doutor Osvaldo Cruz, 405, Jardim Nossa Senhora Auxiliadora, Campinas - SP, 13076-260, Brasil;Rua Doutor Osvaldo Cruz 405 Campinas SP 13076260 Brazil;Campinas;SP;13076260;-22.88446;-47.06001;-22.88446;-47.06001;Jardim Nossa Senhora Auxiliadora;;
42;;;endereco;Rua Antônio José da Silva Martelinho, 426, Parque Industrial, Campinas - SP, 13031-650, Brasil;Rua Antonio Jose da Silva Martelinho 426 Campinas SP 13031650 Brazil;Campinas;SP;13031650;-22.92252;-47.08718;-22.92252;-47.08718;Parque Industrial;;
43;;;endereco;Rua José Guarnieri, 354, Jardim Silvania, Mogi Mirim - SP, 13806-674, Brasil;Rua Jose Guarnieri 354 Mogi Mirim SP 13806674 Brazil;Mogi Mirim;SP;13806674;-22.4059;-46.96773;-22.4059;-46.96773;Jardim Silvania;;
44;;;endereco;Rua Tiradentes, 1174, Centro, Piracicaba - SP, 13400-765, Brasil;Rua Tiradentes 1174 Piracicaba SP 13400765 Brazil;Piracicaba;SP;13400765;-22.72535;-47.65325;-22.72535;-47.65325;Centro;;
45;;;endereco;Avenida Doutor Jesuíno Marcondes Machado, 2400, Chácara da Barra, Campinas - SP, 13090-723, Brasil;Avenida Doutor Jesuino Marcondes Machado 2400 Campinas SP 13090723 Brazil;Campinas;SP;13090723;-22.89034;-47.03545;-22.89034;-47.03545;Chácara da Barra;;
46;;;endereco;Rua Júlio Frank de Arruda, 227, Botafogo, Campinas - SP, 13020-190, Brasil;Rua Julio Frank de Arruda 227 Campinas SP 13020190 Brazil;Campinas;SP;13020190;-22.90057;-47.06566;-22.90057;-47.06566;Botafogo;;
47;;;endereco;Rua Rio Branco, 92, Centro, Americana - SP, 13465-030, Brasil;Rua Rio Branco 92 Americana SP 13465030 Brazil;Americana;SP;13465030;-22.74129;-47.32872;-22.74129;-47.32872;Centro;;
48;;;endereco;Avenida dos Imigrantes, 415A, Vinhedo - SP, 13280-000, Brasil;Avenida dos Imigrantes 415A Vinhedo SP 13280000 Brazil;Vinhedo;SP;13280000;-23.03672;-46.98348;-23.03672;-46.98348;;MEDIO;CEP generico de cidade, nao de rua (2,4x mais falha)
49;;;endereco;Rua Maria Monteiro, 830, Cambuí, Campinas - SP, 13025-151, Brasil;Rua Maria Monteiro 830 Campinas SP 13025151 Brazil;Campinas;SP;13025151;-22.89697;-47.05166;-22.89697;-47.05166;Cambuí;;
50;;;endereco;Avenida Pedro Botesi, 2149, Jardim Silvania, Mogi Mirim - SP, 13806-019, Brasil;Avenida Pedro Botesi 2149 Mogi Mirim SP 13806019 Brazil;Mogi Mirim;SP;13806019;-22.40585;-46.96767;-22.40585;-46.96767;Jardim Silvania;;
