lat,lng,formatted_address,city,uf,cep
-23.59107,-46.70358,"Morumbi Serviços Médicos, Avenida Engenheiro Oscar Americano, 840, Morumbi, São Paulo - SP, 05673-050, Brasil",São Paulo,SP,05673-050
-23.57277,-46.70356,"Avenida Eusébio Matoso, 1375, Morumbi, São Paulo - SP, 05423-180, Brasil",São Paulo,SP,05423-180
-23.48508,-46.85689,"Vinci Hair Clinic Alphaville, Avenida Copacabana, 112, Alphaville, Barueri - SP, 06473-073, Brasil",Barueri,SP,06473-073
-23.54803,-46.63608,"Rua Direita, 256, Sé, São Paulo - SP, 01002-001, Brasil",São Paulo,SP,01002-001
-23.56209,-46.66099,"Alameda Itu, 852, Jardim Paulista, São Paulo - SP, 01421-000, Brasil",São Paulo,SP,01421-000
-23.56611,-46.66537,"Rua Oscar Freire, 390, Jardim Paulista, São Paulo - SP, 01426-000, Brasil",São Paulo,SP,01426-000
-23.56908,-46.64549,"Rua Cincinato Braga, 213, Bela Vista, São Paulo - SP, 01333-010, Brasil",São Paulo,SP,01333-010
-23.5672,-46.64156,"Clínica Paulista Terapêutica Cárdio-Vascular, Bela Vista, São Paulo - SP, 01323-050, Brasil",São Paulo,SP,01323-050
-22.91088,-43.19509,"1 Batalhão de Polícia Militar, Rua Frei Caneca, Centro, Rio de Janeiro - RJ, 20211-005, Brasil",Rio de Janeiro,RJ,20211-005
-22.95071,-43.1806,"Cushman and Wakefield, Avenida Pasteur, 501, Botafogo, Rio de Janeiro - RJ, 22290-240, Brasil",Rio de Janeiro,RJ,22290-240
-22.74898,-41.87569,"Rua I, Brava, Armação dos Búzios - RJ, 28950-000, Brasil",Armação dos Búzios,RJ,28950-000
-22.89927,-43.28164,"Travessa Borges, 58, Todos os Santos, Rio de Janeiro - RJ, 20735-140, Brasil",Rio de Janeiro,RJ,20735-140
-22.90385,-43.17538,"Rua Sete de Setembro, 19, Centro, Rio de Janeiro - RJ, 20050-009, Brasil",Rio de Janeiro,RJ,20050-009
-22.93066,-43.1852,"Rua Paulo César de Andrade, 407, Laranjeiras, Rio de Janeiro - RJ, 22221-090, Brasil",Rio de Janeiro,RJ,22221-090
-22.90736,-43.17511,"Avenida Almirante Barroso, 81, Centro, Rio de Janeiro - RJ, 20031-004, Brasil",Rio de Janeiro,RJ,20031-004
-22.99696,-43.34655,"Cia Athletica (le Parc), Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brasil",Rio de Janeiro,RJ,22640-102
-22.74274,-43.45843,"Rua Savero José Bruno, Moquetá, Nova Iguaçu - RJ, 26285-021, Brasil",Nova Iguaçu,RJ,26285-021
-22.94054,-43.18794,"Rua Juçanã, Botafogo, Rio de Janeiro - RJ, 22251-000, Brasil",Rio de Janeiro,RJ,22251-000
-22.91172,-43.17612,"Ogx, Rua Álvaro Alvim, Centro, Rio de Janeiro - RJ, 20031-010, Brasil",Rio de Janeiro,RJ,20031-010
-22.86665,-43.39491,"Rua General Fonseca Ramos, Vila Militar, Rio de Janeiro - RJ, 21615-110, Brasil",Rio de Janeiro,RJ,21615-110
-22.90598,-43.17267,"Barraca do U, Beco da Música, Centro, Rio de Janeiro - RJ, 20021-315, Brasil",Rio de Janeiro,RJ,20021-315
-22.98963,-43.36844,"Banana Air Táxi Aéreo, Barra da Tijuca, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,RJ,
-22.89451,-43.11578,"Travessa Lasalle, 56, Centro, Niterói - RJ, 24020-096, Brasil",Niterói,RJ,24020-096
-22.89231,-43.11824,"Rua Coronel Gomes Machado, 60, Centro, Niterói - RJ, 24020-111, Brasil",Niterói,RJ,24020-111
-22.90954,-43.17935,"Engepred, Avenida República do Chile, 231, Centro, Rio de Janeiro - RJ, 20031-170, Brasil",Rio de Janeiro,RJ,20031-170
-17.33975,-44.93811,"Rua Santa Helena, Nossa Senhora de Fátima, Pirapora - MG, 39270-000, Brasil",Pirapora,MG,39270-000
-16.7356,-43.88139,"Avenida Professor Vicente Guimarães, Morada do Sol, Montes Claros - MG, 39401-781, Brasil",Montes Claros,MG,39401-781
-19.60788,-44.65527,"MG-060, Pequi - MG, 35667-000, Brasil",Pequi,MG,35667-000
-15.90589,-47.80865,"Maturidade, Jardim Botânico - DF, Brasil",Jardim Botânico,DF,
-15.79561,-47.89359,"Metrópolis Gourmet Universe, Via W4 Sul, Asa Sul, Brasília - DF, Brasil",Brasília,DF,
-15.77978,-47.91326,"Sgo, 3, Setores Complementares-Asa Norte, Brasília - DF, 70610-640, Brasil",Brasília,DF,70610-640
-15.79284,-47.89388,"Marcial, Depine e Braga Advogados Associados, Asa Sul, Brasília - DF, 70322-915, Brasil",Brasília,DF,70322-915
-15.79221,-47.82322,"Estrada Hotéis de Turismo, Vila Planalto, Brasília - DF, 70150-000, Brasil",Brasília,DF,70150-000
-15.77615,-47.90044,"Autódromo Internacional Nelson Piquet, SRPN-Autódromo Int. Nelson Piquet, Asa Norte, Brasília - DF, 70070-710, Brasil",Brasília,DF,70070-710
-22.44949,-44.44727,"Banco do Brasil, Monte Castelo, Resende - RJ, Brasil",Resende,RJ,
-23.00212,-44.35317,"Avenida Vereador Benedito Adelino, 9000, Ponta da Ribeira, Angra dos Reis - RJ, Brasil",Angra dos Reis,RJ,
-23.50768,-46.59816,"Rua Maria Cândida, 1813, Vila Guilherme, São Paulo - SP, 02071-013, Brasil",São Paulo,SP,02071-013
-23.05439,-44.31517,"Angra dos Reis, RJ, Brasil",Angra dos Reis,RJ,23900-620
-16.08038,-47.51848,"BR-251, Cristalina - GO, 73850-000, Brasil",Cristalina,GO,73850-000
-15.80366,-47.93705,"Sri/Hfa, Cruzeiro - DF, 70658-700, Brasil",Cruzeiro,DF,70658-700
-15.82392,-48.06717,"Instituto Acreditar (Ceon), Qnc 15, Setor C Norte, Taguatinga - DF, 72115-650, Brasil",Taguatinga,DF,72115-650
-15.82753,-48.02315,"Parquinho Infantil, Águas Claras - DF, 71904-540, Brasil",Águas Claras,DF,71904-540
-15.91173,-47.97175,"Smpw Quadra 12, Park Way - DF, 71741-204, Brasil",Park Way,DF,71741-204
-16.06361,-47.99886,"Rua Amazonas, 11, Valparaíso de Goiás - GO, 72873-009, Brasil",Valparaíso de Goiás,GO,72873-009
-15.67615,-48.20439,"BR-251, Brazlândia - DF, Brasil",Brazlândia,DF,
-16.02236,-48.06827,"Avenida Central Leste, Gama - DF, Brasil",Gama,DF,
-16.71005,-49.23846,"Flamboyant Shopping Center, Alameda das Paineiras, Jardim Goiás, Goiânia - GO, 74810-102, Brasil",Goiânia,GO,74810-102
-22.90236,-43.17423,"Regus, Praça XV, Centro, Rio de Janeiro - RJ, 20010-010, Brasil",Rio de Janeiro,RJ,20010-010
-22.87204,-42.01146,"Rua Ferradura, 128, Passagem, Cabo Frio - RJ, Brasil",Cabo Frio,RJ,
-23.12139,-44.19282,"Praia do Iguaçu, T02, Vila do Abraão, Angra dos Reis - RJ, Brasil",Angra dos Reis,RJ,
-23.11232,-44.20604,"T02, Vila do Abraão, Angra dos Reis - RJ, Brasil",Angra dos Reis,RJ,
-22.88333,-43.82611,"Avenida Gen. Euclides de O. Figueiredo, Itaguaí - RJ, 23826-600, Brasil",Itaguaí,RJ,23826-600
-22.99868,-44.24894,"Mistura Clássica, Verolme, Angra dos Reis - RJ, Brasil",Angra dos Reis,RJ,
-23.03994,-44.19642,"Rua Gleba D, Portogalo, Angra dos Reis - RJ, 23917-010, Brasil",Angra dos Reis,RJ,23917-010
-22.95117,-43.16552,"Sorvete Itália, Urca, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,RJ,
-22.96173,-44.34716,"Angra dos Reis, RJ, Brasil",Angra dos Reis,RJ,23900-620
-22.94969,-44.07511,"Porsche Smart Mobility, Rodovia Governador Mário Covas, Mangaratiba - RJ, 23860-000, Brasil",Mangaratiba,RJ,23860-000
-22.99834,-44.24892,"BR Marinas, Verolme, Angra dos Reis - RJ, Brasil",Angra dos Reis,RJ,
-23.00395,-44.30186,"Hering, Estrada Municipal, Praia da Chácara, Angra dos Reis - RJ, 23906-175, Brasil",Angra dos Reis,RJ,23906-175
-23.05444,-44.31417,"Angra dos Reis, RJ, Brasil",Angra dos Reis,RJ,23900-620
-18.90877,-48.26084,"Pizza Hut, Rua Niterói, Tibery, Uberlândia - MG, 38405-178, Brasil",Uberlândia,MG,38405-178
-18.86758,-48.29448,"Rua Víctor Rodrigues de Rezende, 732, Distrito Industrial, Uberlândia - MG, 38402-334, Brasil",Uberlândia,MG,38402-334
-16.82513,-49.20345,"Alameda Antônio Elias de Deus, Aparecida de Goiânia - GO, 74988-820, Brasil",Aparecida de Goiânia,GO,74988-820
-16.70938,-49.23575,"Ponto De Carregamento Para Veículos Elétricos, Avenida Deputado Jamel Cecílio, 3300, Jardim Goiás, Goiânia - GO, Brasil",Goiânia,GO,
-16.7051,-49.24085,"Bandanna Digital, Jardim Goiás, Goiânia - GO, 74810-030, Brasil",Goiânia,GO,74810-030
-16.7409,-49.24628,"Rua E M Um, Vila Sul, Aparecida de Goiânia - GO, Brasil",Aparecida de Goiânia,GO,
