lat,lng,formatted_address,city,uf,cep
-23.58319,-46.60859,"Rua Bom Pastor, 800, Ipiranga, São Paulo - SP, 04203-000, Brasil",São Paulo,SP,04203-000
-22.93838,-43.13182,"Fortaleza Santa Cruz da Barra, Estrada General Eurico Gaspar Dutra, Jurujuba, Niterói - RJ, 24370-375, Brasil",Niterói,RJ,24370-375
-23.50865,-47.60857,"Avenida Manoel Viera, 603, Araçoiaba da Serra - SP, 18190-000, Brasil",Araçoiaba da Serra,SP,18190-000
-22.95758,-43.18916,"Rua General Polidoro, 101, Botafogo, Rio de Janeiro - RJ, 22280-002, Brasil",Rio de Janeiro,RJ,22280-002
-22.99441,-43.27155,"Estrada da Canoa, São Conrado, Rio de Janeiro - RJ, 22610-210, Brasil",Rio de Janeiro,RJ,22610-210
-23.54863,-46.68042,"Avenida Doutor Arnaldo, 1828, Perdizes, São Paulo - SP, 01255-000, Brasil",São Paulo,SP,01255-000
-22.98748,-43.30862,"Rua da Amendoeira, 3, Itanhangá, Rio de Janeiro - RJ, 22641-004, Brasil",Rio de Janeiro,RJ,22641-004
-20.38552,-43.5037,"Monumento a Tiradentes, BR-356, Centro, Ouro Preto - MG, 35400-000, Brasil",Ouro Preto,MG,35400-000
-21.89925,-41.80326,"Padaria e Mercearia São Pedro, Rua Principal, Santa Maria Madalena - RJ, 28770-000, Brasil",Santa Maria Madalena,RJ,28770-000
-15.82724,-50.26566,"Goiás, GO, Brasil",Goiás,GO,76600-000
-15.78879,-47.89336,"Via N1 Oeste, Asa Norte, Brasília - DF, 70705-130, Brasil",Brasília,DF,70705-130
-23.2197,-44.71534,"Largo da Pedreira, Chácara Fátima, Paraty - RJ, 23970-000, Brasil",Paraty,RJ,23970-000
-19.86098,-43.22687,"BR-381, São Gonçalo do Rio Abaixo - MG, 35935-000, Brasil",São Gonçalo do Rio Abaixo,MG,35935-000
-28.54574,-54.55155,"Avenida Antunes Ribas, 1325, São Miguel das Missões - RS, 98865-000, Brasil",São Miguel das Missões,RS,98865-000
-28.55206,-54.55447,"Rua Franklin Ferreira da Costa, 1275, São Miguel das Missões - RS, 98865-000, Brasil",São Miguel das Missões,RS,98865-000
-28.44838,-54.70909,"Rua Luciano Notagiacomo, 510, São Luiz Gonzaga - RS, 97800-000, Brasil",São Luiz Gonzaga,RS,97800-000
-28.36421,-54.26741,"Rua Dalila Lorenzoni, 139, Entre-Ijuís - RS, 98855-000, Brasil",Entre-Ijuís,RS,98855-000
