severidade;linha;nome;endereco_dsp;risco
MEDIO;432;;Rua Quinze de Novembro 70 Mangaratiba RJ 23860000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;433;;Rua Luiz Figueiredo 25 Joanopolis SP 12980000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;435;;Avenida Parana 93 Sao Pedro do Parana PR 87955000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;448;;Rua Antonio Bento Peixoto 744 Miguelopolis SP 14530000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;449;;Avenida Sambaqui 294 Balneario Picarras SC 88380000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;450;;Avenida Joao Carraro 80 Porto Rico PR 87950000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;454;;Avenida Almirante Tamandare 525 Ilhabela SP 11630000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;455;;Rua Rodrigo 245 Rifaina SP 14490000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;456;;Avenida Rui Barbosa 366 Itanhaem SP 11740000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;457;;Rua Joaquim Cristovao 200 Panorama SP 17980000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;458;;Rua M T da Conceicao 23 Nazare Paulista SP 12960000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
MEDIO;459;;Rua Amor Perfeito 162 Barra Velha SC 88390000 Brazil;CEP generico de cidade, nao de rua (2,4x mais falha)
